id,investorName,investorType,city,country,sectors,stages,logoURL
1369,Andrew Lee,Angel,San Francisco,USA,,,
1370,Andrew Macdonald,Angel,Toronto,Canada,,,https://pbs.twimg.com/profile_images/925877409169031168/_dR4nXVR_400x400.jpg
1371,Andrew Miklas,Angel,San Francisco,USA,,,
1372,Andrew Waitman,Angel,Ottawa,Canada,BioTech,Pre-Seed,
1373,Andrew Wilkinson,Angel,Victoria,Canada,SaaS,Seed,https://pbs.twimg.com/profile_images/1311779549693317121/0GpBW9T-_400x400.jpg
1374,Andy Berman,Angel,,,,,
1375,Angel Forum,Angel Group,Vancouver,Canada,,,
1376,Angel Invest,"Micro VC, Venture Capital",Frankfurt,Germany,,,
1377,Angel Round Capital,Angel Group,Las Vegas,USA,,,https://pbs.twimg.com/profile_images/1880891778/one-hundred-thousand-dollar-bill_400x400.jpg
1378,AngelPad,"Accelerator, Incubator, Micro VC",San Francisco,USA,,,https://pbs.twimg.com/profile_images/1737877235/apfb5_400x400.png
1379,Anil Dharni,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/80294292/Picture_2_400x400.png
1380,Animal Capital,Venture Capital,Los Angeles,USA,Blockchain,Series A,
1381,Anshul Ruparell,Angel,Toronto,Canada,,,
1382,Anthemis Group,Venture Capital,London,United Kingdom,,,https://pbs.twimg.com/profile_images/1172508717293756416/3qgkFWAX_400x400.jpg
1383,Anthony Sassano,Angel,,,,,https://pbs.twimg.com/profile_images/1446832486311350281/brXXjKRU_400x400.jpg
1384,Antoine Martin,Angel,Paris,France,,,https://pbs.twimg.com/profile_images/1211980571741691905/5fCDr_yT_400x400.jpg
1385,Anton Rabie,Angel,Toronto,Canada,,,
1386,Anwar Abdi,Angel,Toronto,Canada,,,https://pbs.twimg.com/profile_images/1303945890797727744/RPmHhKIF_400x400.jpg
1387,Anzu Partners,"Private Equity Firm, Venture Capital",Washington,USA,,,https://pbs.twimg.com/profile_images/920363860095270913/zlv76cUj_400x400.jpg
1388,Apple Tree Partners,Venture Capital,New York,USA,,,
1389,AppWorks,"Accelerator, Venture Capital",Taipei,Taiwan,,,https://pbs.twimg.com/profile_images/723097892/90_400x400.jpg
1390,ARC Financial,Venture Capital,Calgary,Canada,,,
1391,Aream & Co,Venture Capital,London,United Kingdom,Games,Seed,
1392,Arete Capital Partners,Angel Group,Liverpool,United Kingdom,,,
1393,Arjun Sethi,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/3314097627/c3d9950bf3ff14000ccd99f3f94c0847_400x400.jpeg
1394,Arlene Dickinson,Angel,Calgary,Canada,,,
1395,Arrowroot Capital Management,"Private Equity Firm, Venture Capital",Santa Monica,USA,,,https://pbs.twimg.com/profile_images/421367129145737216/LNuH_198_400x400.jpeg
1396,Artemis Capital Partners,Private Equity Firm,Boston,USA,,,https://pbs.twimg.com/profile_images/702947922569269248/KpRDUNsp_400x400.jpg
1397,Artesian VC,Venture Capital,Melbourne,Australia,,,https://pbs.twimg.com/profile_images/1364427418576986114/Sqy_ryIn_400x400.jpg
1398,Asas Capital,Private Equity Firm,Dubai,United Arab Emirates,,,
1399,Ascend Capital Partners,Venture Capital,Hong Kong,Hong Kong,,,
1400,Ashif Mawji,Angel,Calgary,Canada,,,
1401,Ashley Graham,Angel,Lincoln,USA,,,
1402,Assurant Growth Investing,Venture Capital,Atlanta,USA,,,
1403,At One Ventures,Venture Capital,,USA,AgTech,Seed,
1404,ATB Private Equity,Private Equity Firm,Edmonton,Canada,EdTech,Series A,
1405,Atlassian Ventures,Venture Capital,Sydney,Australia,Data,Series B,
1406,Atrium Ventures,Venture Capital,,Canada,,,
1407,Aubrey Rosenhek,Angel,,,,,
1408,Audible Capital,Venture Capital,Toronto,Canada,,,
1409,Aurelia Ventures,"Accelerator, Venture Capital",Santa Barbara,USA,,,
1410,Austin Rief,Angel,New York,USA,,,
1411,AV8 Ventures,Venture Capital,Palo Alto,USA,,,
1412,Aventrock Ventures,Venture Capital,Calgary,Canada,,,https://pbs.twimg.com/profile_images/1371315973903486976/fMHVr58Z_400x400.jpg
1413,Aviram Jenik,Angel,Cupertino,USA,,,https://pbs.twimg.com/profile_images/975579616508170240/zi8tkPDU_400x400.jpg
1414,Axion Ventures Inc.,"Incubator, Venture Capital",Vancouver,Canada,,,
1415,Aydin Mirzaee,Angel,Ottawa,Canada,,,https://pbs.twimg.com/profile_images/1365009933520039938/bcZ7BmW-_400x400.jpg
1416,Azimuth Capital Management,Private Equity Firm,Calgary,Canada,,,
1417,B Capital Group,Venture Capital,Manhattan Beach,USA,,,https://pbs.twimg.com/profile_images/1170844073231572993/309HRyPT_400x400.jpg
1418,Bain Capital Double Impact Fund,Private Equity Firm,Boston,USA,,,https://pbs.twimg.com/profile_images/1410580726249054211/jZmyEqaX_400x400.jpg
1419,Banana Capital,Venture Capital,,USA,,,
1420,Bantam Group,Angel Group,Westwood,USA,,,
1421,Barney Pell,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1830140823/Barney_Headshot_new_lores_400x400.jpg
1422,Barrel Ventures,Venture Capital,Chicago,USA,,,
1423,Basecamp Fund,Venture Capital,New York,USA,DevTech,Seed,https://pbs.twimg.com/profile_images/1308116836370841600/fK3BE45s_400x400.jpg
1424,Basement Fund,Venture Capital,New York,USA,,,
1425,Bashar Hamood,Angel,United Arab Emirates,,,,https://pbs.twimg.com/profile_images/765902543901908992/FIedc_jx_400x400.jpg
1426,Baskar Puvanathasan,Angel,,,,,
1427,Bastian Lehmann,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1446110912356646919/9m_P_7JR_400x400.jpg
1428,Bay City Capital,Venture Capital,San Francisco,USA,,,https://pbs.twimg.com/profile_images/536949210046672897/bLHW4Xmr_400x400.jpeg
1429,Bay Partners,Venture Capital,Menlo Park,USA,SaaS,Series B,https://pbs.twimg.com/profile_images/455936976261111808/FAHAa9T4_400x400.jpeg
1430,BCG Digital Ventures,"Micro VC, Venture Capital",Manhattan Beach,USA,,,https://pbs.twimg.com/profile_images/1410628049385799684/XiBifN2t_400x400.jpg
1431,BDMI,Venture Capital,New York,USA,,,https://pbs.twimg.com/profile_images/2514297915/iu3efyf5m2qzf2e0s2p4_400x400.jpeg
1432,Bedrock Capital,"Private Equity Firm, Venture Capital",New York,USA,,,
1433,Beehive Capital,Venture Capital,Toronto,Canada,,,
1434,Ben Narasin,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1256389432816529409/QKtM8bsY_400x400.jpg
1435,Benjamin Lightburn,Angel,British Columbia,North America,,,
1436,Beresford Ventures,Venture Capital,Delray Beach,USA,,,
1437,Berkeley SkyDeck,Accelerator,Berkeley,USA,,,https://pbs.twimg.com/profile_images/1088282322091163648/YfpbuOgx_400x400.jpg
1438,Bertelsmann Investments,Venture Capital,Gütersloh,Germany,,,
1439,Betaworks,Micro VC,New York,USA,AI,Seed,https://pbs.twimg.com/profile_images/573461034083594240/ra2ZIgGZ_400x400.png
1440,Bethmann Lombard Bancorp,"Private Equity Firm, Venture Capital",Winnipeg,Canada,AdTech,Seed,
1441,Better Food Ventures,"Micro VC, Venture Capital",Menlo Park,USA,,,https://pbs.twimg.com/profile_images/776106917982646272/oVa4xPm0_400x400.jpg
1442,BGS Venture,Venture Capital,Toronto,Canada,,,https://pbs.twimg.com/profile_images/1510168474/logo_BGS_400x400.png
1443,Bill Smith,Angel,Birmingham,USA,eCommerce,Seed,https://pbs.twimg.com/profile_images/700537527887790081/1um906KQ_400x400.jpg
1444,Bioindustrial Innovation Canada,Micro VC,Sarnia,Canada,,,
1445,Birchcliff Partners LP,Venture Capital,Calgary,Canada,,,
1446,Blaine LaBonte,Angel,,,,,
1447,blisce,Venture Capital,New York,USA,,,
1448,Blue Bear Capital,Venture Capital,Beverly Hills,USA,CleanTech,Seed,https://pbs.twimg.com/profile_images/1458909232523358208/pXvSyxdN_400x400.jpg
1449,Blue Coast Ventures,Venture Capital,Panama City,Panama,,,https://pbs.twimg.com/profile_images/918813131278655489/HQ92rZY-_400x400.jpg
1450,Blueprint Equity,"Private Equity Firm, Venture Capital",Solana Beach,USA,TravelTech,Series A,
1451,Boardwalk Ventures,Venture Capital,BC,Canada,,,
1452,Boehringer Ingelheim Venture Fund,Venture Capital,Ingelheim Am Rhein,Germany,,,
1453,Bond Bakery Brands,Venture Capital,Toronto,Canada,,,
1454,Bootstrapped Debt Financing,Angel,Leeds,Europe,,,
1455,Boreal Ventures,Venture Capital,Montréal,Canada,SaaS,Seed,
1456,Boris Wertz,Angel,Vancouver,Canada,,,https://pbs.twimg.com/profile_images/936006764608155648/co7wnl9w_400x400.jpg
1457,Born Capital,Micro VC,Alpharetta,USA,AI,Seed,
1458,Borun Capital,Venture Capital,,China,,,
1459,Boutique Venture Partners,Venture Capital,Palo Alto,USA,,,
1460,Bradley Shaw,Angel,,,,,
1461,Branded Hospitality Ventures,"Accelerator, Incubator, Venture Capital",New York,USA,,,
1462,Bread and Butter Ventures,"Micro VC, Venture Capital",Saint Paul,USA,,,https://pbs.twimg.com/profile_images/1275461464644448258/dJNjQQA3_400x400.png
1463,Breakthrough Energy Ventures,Venture Capital,Paris,France,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png
1464,Brent Belzberg,Angel,,,,,
1465,Brian Craig,Angel,London,United Kingdom,,,
1466,Brian Norgard,Angel,Los Angeles,USA,,,https://pbs.twimg.com/profile_images/3610854526/1fae6073057ae5725bebbc0815c0123d_400x400.jpeg
1467,Brian Pokorny,Angel,San Francisco,USA,,,https://pbs.twimg.com/profile_images/874139148789047297/Tqluef8U_400x400.jpg
1468,Brigus Capital,Private Equity Firm,Halifax,Canada,,,
1469,Brinc,"Accelerator, Venture Capital",Central,Hong Kong,,,https://pbs.twimg.com/profile_images/1456473742440538117/-gv9sYhJ_400x400.jpg
1470,Bruce McKean,Angel,,,,,
1471,Bryan Baum,Angel,Los Angeles,USA,,,
1472,Bryan W. Kerdman,Angel,Toronto,Canada,,,https://pbs.twimg.com/profile_images/863844080077463552/uGLc1e5h_400x400.jpg
1473,BT Growth Capital,Micro VC,,USA,,,https://pbs.twimg.com/profile_images/1247915956640325632/oi8xHHlu_400x400.jpg
1474,Btomorrow Ventures,"Venture Capital, Venture Capital",,United Kingdom,,,
1475,Build Ventures,Venture Capital,Halifax,Canada,CyberSecurity,Seed,https://pbs.twimg.com/profile_images/562615111626420226/HUA_IwFc_400x400.png
1476,BuildGroup,"Private Equity Firm, Venture Capital",Austin,USA,SaaS,Series C,https://pbs.twimg.com/profile_images/1006263147265548291/BqcLtGOI_400x400.jpg
1477,Business Opportunities for L'Oréal Development,Venture Capital,Clichy,France,,,
1478,C2 Ventures,Venture Capital,New York,USA,AI,Pre-Seed,https://pbs.twimg.com/profile_images/1212776347292098565/_Y01PYUQ_400x400.jpg
1479,C3E - Center of Excellence in Energy Efficiency,Venture Capital,,Canada,,,
1480,Camber Creek,Micro VC,Washington,USA,SaaS,Series B,https://pbs.twimg.com/profile_images/1375574063536500737/r7WYhlMy_400x400.png
1481,Canoe Financial,Private Equity Firm,Calgary,Canada,GreenTech,,https://pbs.twimg.com/profile_images/1427705543955726339/HE8FxOq3_400x400.jpg
1482,Canopy Rivers,Venture Capital,Toronto,Canada,,,https://pbs.twimg.com/profile_images/1362094137659514885/YfiChOZ__400x400.jpg
1483,Cantos,"Micro VC, Venture Capital",San Francisco,USA,,,https://pbs.twimg.com/profile_images/942556799789539329/qjQKNm6Q_400x400.jpg
1484,Canvas Ventures,Venture Capital,Portola Valley,USA,Platform,Series A,https://pbs.twimg.com/profile_images/1359213418989846583/iSmT7ZkB_400x400.jpg
1485,Capital V,Micro VC,,Belgium,,,
1486,Carol Leaman,Angel,Kitchener,Canada,,,https://pbs.twimg.com/profile_images/722585314821181440/jyuGHdhX_400x400.jpg
1487,Cascade Seed Fund,Venture Capital,Bend,USA,,,https://pbs.twimg.com/profile_images/1106055067428376576/TmqiUKs2_400x400.png
1488,Catherine Wood,Angel,New York,USA,,,https://pbs.twimg.com/profile_images/1425157394431107074/dvUgQkt8_400x400.jpg
1489,Cavallo Ventures,Venture Capital,San Francisco,USA,AgTech,Series A,
1490,CDH Investments,Private Equity Firm,Kowloon City,Hong Kong,,,
1491,CEAS Investments,Angel Group,Delray Beach,USA,"DevTech, EdTech",Seed,https://pbs.twimg.com/profile_images/1115978032559292418/NKMQD9Ji_400x400.jpg
1492,Ceniarth,Venture Capital,San Francisco,USA,,,https://pbs.twimg.com/profile_images/538528566137200641/eIagN1Oq_400x400.jpeg
1493,CentreGold Capital,Micro VC,Fremont,USA,,,
1494,Chadi Farah,Angel,,,,,
1495,Chanda Carr,Angel,,,,,
1496,Charles Odita,Angel,,,,,
1497,Chase Cameron Utley,Angel,Miami,USA,,,
1498,Chelsea Handler,Angel,Ottawa,Canada,,,https://pbs.twimg.com/profile_images/1390403188184866818/Mfw1YI6C_400x400.jpg
1499,ChileGlobal Ventures,Venture Capital,Vitacura,Chile,,,https://pbs.twimg.com/profile_images/1092784783904722945/zcTTKDrx_400x400.jpg
1500,China Life Healthcare Fund,Venture Capital,,China,,,
1501,China Merchants Capital,Venture Capital,Shenzhen,China,,,
1502,Chinaccelerator,Accelerator,Shanghai,China,,,https://pbs.twimg.com/profile_images/1405716227192811520/74iHlZ2s_400x400.jpg
1503,Chris Aniszczyk,Angel,Austin,USA,,,https://pbs.twimg.com/profile_images/653606053246988288/h0DPCgjH_400x400.jpg
1504,Chris Simair,Angel,Canada,,,,https://pbs.twimg.com/profile_images/1012486469829701632/KohFq4O4_400x400.jpg
1505,Christian Reber,Angel,Berlin,Germany,,,https://pbs.twimg.com/profile_images/1086645278067830789/XqFPR8S9_400x400.jpg
1506,CIC Capital Ventures,Venture Capital,Paris,France,,,
1507,Cigna Ventures,"Venture Capital, Venture Capital",Bloomfield,USA,,,
1508,CircleUp,"Private Equity Firm, Venture Capital",San Francisco,USA,,,https://pbs.twimg.com/profile_images/1407387142255378434/trxovzdG_400x400.jpg
1509,Cisco,Venture Capital,San Jose,USA,,,https://pbs.twimg.com/profile_images/1449015588492234758/TLUXoeBt_400x400.jpg
1510,CIVC Partners,Private Equity Firm,Chicago,USA,,,
1511,Clairvest Group,Private Equity Firm,Toronto,Canada,Analytics,Seed,
1512,Claritas Capital,Private Equity Firm,Nashville,USA,HealthTech,Series B,
1513,Click Ventures,Venture Capital,Hong Kong,Hong Kong,,,https://pbs.twimg.com/profile_images/988623573098029057/YVFLV4cB_400x400.jpg
1514,Climate Innovation Capital,Venture Capital,,Canada,Hardware,Series B,
1515,Climate Pledge Fund,Venture Capital,,USA,,,
1516,Co-Creation Hub Nigeria,Accelerator,Lagos,Nigeria,,,https://pbs.twimg.com/profile_images/1455172763883380739/MiDTe9GH_400x400.jpg
1517,Cobalt Capital,Venture Capital,Santa Monica,USA,,,
1518,Cody Fauser,Angel,,,,,
1519,Cody Ko,Angel,,,,,
1520,Cogito Capital,"Private Equity Firm, Venture Capital",Toronto,Canada,,,
1521,Colin Harris,Angel,,,,,
1522,Collaborative Fund,Micro VC,New York,USA,,,https://pbs.twimg.com/profile_images/1443500974044323842/6EEjF46R_400x400.png
1523,Collin Terpstra,Angel,,,,,
1524,Colt Ventures,Private Equity Firm,Dallas,USA,,,
1525,Communitas Asset Management,Venture Capital,New York,USA,,,
1526,Concentric Capital,Venture Capital,Vancouver,Canada,,,
1527,Conexus Financial Partners,Venture Capital,Bridgewater,USA,,,
1528,Contrary,Venture Capital,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1158143620647538689/YpC0mJx4_400x400.jpg
1529,Copley Equity Partners,Private Equity Firm,Boston,USA,,,
1530,Corazon Capital,Micro VC,Chicago,USA,,,
1531,Correlation Ventures,Venture Capital,San Diego,USA,,,https://pbs.twimg.com/profile_images/1326645385293570048/d1Z1Pyw1_400x400.jpg
1532,Cortexnord Capital,Venture Capital,Quebec,Canada,,,
1533,Cowen Healthcare Investments,Venture Capital,New York,USA,,,
1534,Cowie Capital Partners,Private Equity Firm,Toronto,Canada,"LogisticsTech, PropertyTech","Seed, Series A",
1535,Cowin Venture,Angel Group,Beijing,China,,,
1536,CPP Investments,Pension Funds,Toronto,Canada,BioTech,Series C,https://pbs.twimg.com/profile_images/1410334422445051913/2XclzNef_400x400.jpg
1537,Craig Lothian,Angel,,,,,
1538,Creator Fund,Venture Capital,London,United Kingdom,,,https://pbs.twimg.com/profile_images/1462482612568698886/SxyOmbrN_400x400.jpg
1539,Crux Capital,Venture Capital,Menlo Park,USA,,,
1540,CRV,Venture Capital,Palo Alto,USA,,,https://pbs.twimg.com/profile_images/784074364387897345/C4znA669_400x400.jpg
1541,Cryptomeria Capital,Venture Capital,Singapore,Singapore,,,https://pbs.twimg.com/profile_images/1430369418870202377/MDUmLwSs_400x400.jpg
1542,CSL Ventures,Venture Capital,,USA,,,
1543,CTI Life Sciences Fund,Venture Capital,Montréal,Canada,,,
1544,Cultivator,Incubator,Regina,Canada,,,https://pbs.twimg.com/profile_images/1278731679197065221/-4viv3nZ_400x400.jpg
1545,CureDuchenne Ventures,Private Equity Firm,,USA,,,
1546,Dan Capelle,Angel,Waterloo,Canada,,,https://pbs.twimg.com/profile_images/1228499781766565888/-XJA9tA__400x400.jpg
1547,Dan Park,Angel,Toronto,Canada,,,https://pbs.twimg.com/profile_images/3623377337/23f8fb45ee9e565681f45f1791af1dd5_400x400.jpeg
1548,Dan Shea,Angel,,,,,
1549,Dan Simair,Angel,Saskatoon,Canada,,,
1550,Dan Teran,Angel,New York,USA,,,https://pbs.twimg.com/profile_images/2539536360/9yd177fqs0mn090ur533_400x400.jpeg
1551,Daniel Iliescu,Angel,Toronto,Canada,,,
1552,Danny Zhang,Angel,San Francisco Bay Area,USA,,,https://pbs.twimg.com/profile_images/368772365/PC070021_400x400.JPG
1553,DASH Ventures,Venture Capital,Amman,Jordan,,,https://pbs.twimg.com/profile_images/3212390554/fc2346ef84ba9a307abc9b492f18b1b2_400x400.jpeg
1554,Dave Rai,Angel,Brampton,Canada,,,
1555,David Arsenault,Angel,Montréal,Canada,,,
1556,David Dube,Angel,Saskatoon,Canada,Hardware,Seed,
1557,David Finocchio,Angel,San Francisco,USA,,,
1558,David Northington,Angel,Birmingham,USA,,,
1559,David Siegel,Angel,White Plains,USA,,,https://pbs.twimg.com/profile_images/1222201557191741440/AInV3jGS_400x400.jpg
1560,Day One Ventures,Micro VC,San Francisco,USA,FinTech,Seed,https://pbs.twimg.com/profile_images/1072234342720700416/MobAOzoP_400x400.jpg
1561,DCVC Bio,Venture Capital,San Francisco,USA,,,https://pbs.twimg.com/profile_images/1291080611059265536/nP1pyjsq_400x400.jpg
1562,Delta-v Capital,Private Equity Firm,Boulder,USA,,,https://pbs.twimg.com/profile_images/585553435531026433/n8qgsYyk_400x400.png
1563,Dennie James,Angel,Canada,,,,
1564,Density Ventures,Micro VC,Toronto,Canada,,,
1565,Des Traynor,Angel,Dublin,Ireland,,,https://pbs.twimg.com/profile_images/1080456670684332032/7-4OAu7I_400x400.jpg
1566,Devon Townsend,Angel,Los Angeles,USA,MarTech,Seed,
1567,DigitalDx Ventures,Venture Capital,Menlo Park,USA,HealthTech,Series A,
1568,Dimeji Sofowora,Angel,Nigeria,,,,https://pbs.twimg.com/profile_images/1061593396916170752/FUtz3fIA_400x400.jpg
1569,Thomas Pentz,Angel,Los Angeles,USA,,,https://pbs.twimg.com/profile_images/1466103682253131776/vSlD4_P3_400x400.jpg
1570,Dispatch Ventures,Venture Capital,Quebec,Canada,"SaaS, eCommerce","Pre-Seed, Seed",
1571,dlab,"Accelerator, Incubator, Venture Capital",New York,USA,,,https://pbs.twimg.com/profile_images/1409626850020802564/hUInw4ow_400x400.png
1572,Dominique Beaupre,Angel,Edmonton,Canada,,,
1573,Donnelley Family,Angel Group,,USA,,,
1574,Douglas Gray,Angel,Calgary,Canada,,,
1575,Down Under Capital,Venture Capital,,Australia,,,https://pbs.twimg.com/profile_images/1382030657560334338/unRfi-j__400x400.jpg
1576,Dr Abdul Malek Al Jaber,Angel,,,,,
1577,Draft Ventures,Venture Capital,San Francisco,USA,,,https://pbs.twimg.com/profile_images/896163396541857794/86YYKOoz_400x400.jpg
1578,Draper Associates,Venture Capital,San Mateo,USA,,,https://pbs.twimg.com/profile_images/824065014361247744/NC4hB8l0_400x400.jpg
1579,Draper Cygnus,Venture Capital,Buenos Aires,Argentina,,,https://pbs.twimg.com/profile_images/898292304615813120/pbgZS_yJ_400x400.jpg
1580,Draper Dragon,Venture Capital,San Mateo,USA,,,https://pbs.twimg.com/profile_images/1010227198169477120/OyxizBwd_400x400.jpg
1581,Dream Maker Ventures,Venture Capital,Toronto,Canada,LogisticsTech,Series A,
1582,Drone Fund,Venture Capital,Tokyo,Japan,,,https://pbs.twimg.com/profile_images/867575679122112512/NOR0Lbvr_400x400.jpg
1583,DSM Venturing,Venture Capital,Heerlen,The Netherlands,,,
1584,Dux Capital,Micro VC,Mexico City,Mexico,,,
1585,Dynamk Capital,"Private Equity Firm, Venture Capital",New York,USA,BioTech,Series A,https://pbs.twimg.com/profile_images/910942798743994370/N794Iy6C_400x400.jpg
1586,Dynamo,Micro VC,Chattanooga,USA,,,https://pbs.twimg.com/profile_images/1175050289071759365/s7YEsieB_400x400.png
1587,East Chain Co.,Venture Capital,Grand Cayman,Cayman Islands,,,
1588,Echelon Capital,Venture Capital,Evanston,USA,,,
1589,Economic Development of Canada,Venture Capital,Val-d'or,Canada,,,
