id,companyName,ecosystemName,ecosystemSecondary,dateFounded,primaryTag,secondaryTag,latestRoundType,latestRoundDate,dateAcqusition,acquiringCompany,ipoDate,peDate,deadFlag,logoUrlCdn
1248,MusterPoint,British Columbia,,2020-05-01,Marketplace,Construction,Seed,2020-05-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1248.png
1251,Vesalius Cardiovascular,British Columbia,,2016-01-01,BioTech,Hardware,Seed,2020-09-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1251.png
1257,Avestec,British Columbia,,2016-01-01,Robotics,,Seed,2020-06-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1257.png
1259,Castr,British Columbia,,2018-05-04,Consumer,Video,Pre-Seed,2020-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1259.png
1261,CodeZero Technologies,British Columbia,,2018-12-14,Marketplace,Data,Seed,2024-03-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1261.png
1262,CuePath Innovation,British Columbia,,2015-01-01,HealthTech,Consumer,Seed,2020-07-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1262.png
1264,Gaze,British Columbia,,2018-07-01,DevTech,Developer APIs,Seed,2020-06-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1264.png
1265,GetAcquired,British Columbia,,2020-03-07,Marketplace,eCommerce,Seed,2020-03-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1265.png
1269,Hengam,British Columbia,,2020-08-01,eCommerce,Mobile,Pre-Seed,2020-09-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1269.png
1270,Immersio,British Columbia,,2020-01-01,EdTech,Mobile,Pre-Seed,2020-03-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1270.png
1271,InstinctX,British Columbia,,2017-01-01,AdTech,Advertising,Pre-Seed,2019-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1271.png
1272,Juicey Turf,British Columbia,,2019-01-01,AI,Data,Seed,2019-12-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1272.png
1277,Lion Gaming Group,British Columbia,,2013-05-01,Cryptocurrency,Games,Series A,2021-06-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1277.png
1278,Lumen5,British Columbia,,2016-01-01,AdTech,Advertising,Grant,2019-09-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1278.png
1279,MergeBase,British Columbia,,2018-01-17,CyberSecurity,Security,Seed,2020-03-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1279.png
1280,Metaspectral,British Columbia,,2018-07-05,AI,Machine Learning,Seed,2022-11-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1280.png
1282,Movr,British Columbia,,2015-01-01,FitnessTech,Mobile,Seed,2020-02-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1282.png
1283,Offerland,British Columbia,,2019-07-15,PropertyTech,Real Estate,Pre-Seed,2020-03-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1283.png
1286,PLAYR.gg,British Columbia,,2017-01-01,AdTech,Brand Marketing,Series ?,2020-04-01,2020-11-18,Trufan,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1286.png
1287,ReadyWhen,British Columbia,,2020-01-01,SaaS,,Seed,2021-02-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1287.png
1288,REITIUM,British Columbia,,2018-02-16,Marketplace,Crowdfunding,Seed,2019-04-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1288.png
1289,Rise People,British Columbia,,2011-10-01,HRTech,B2B,Series A,2020-02-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1289.png
1290,Routific,British Columbia,,2012-01-01,Platform,Delivery,Grant,2019-08-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1290.png
1292,SaNOtize,British Columbia,,2017-01-01,BioTech,Life Science,Series ?,2020-03-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1292.png
1293,Vejii Holdings,British Columbia,,2020-01-01,Marketplace,Agriculture,Seed,2021-04-14,2021-04-16,Vegan Essentials,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1293.png
1295,Squash.io,British Columbia,,2018-05-14,DevTech,Mobile,Pre-Seed,2019-07-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1295.png
1296,StoryTap,British Columbia,,2014-01-01,MarTech,SaaS,Seed,2021-05-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1296.png
1301,Bio Conscious,British Columbia,,2015-08-31,HealthTech,Machine Learning,Seed,2019-03-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1301.png
1303,Carbon Trainer,British Columbia,,2019-04-12,AI,Consumer,Seed,2019-09-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1303.png
1304,Castofly,British Columbia,,2020-02-01,EdTech,,Pre-Seed,2020-09-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1304.png
1305,Claris Healthcare,British Columbia,,2012-06-13,HealthTech,Medical,Seed,2019-05-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1305.png
1306,Diabits,British Columbia,,2017-01-01,AI,Mobile,Pre-Seed,2019-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1306.png
1309,Forensic Notes,British Columbia,,2015-12-23,LegalTech,Document Management,Pre-Seed,2019-05-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1309.png
1310,Fostrum,British Columbia,,2018-06-01,FinTech,Banking,Seed,2019-04-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1310.png
1313,Graffiti Games,British Columbia,,2018-01-01,Games,Computer,Seed,2021-03-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1313.png
1315,Milo,British Columbia,,2019-01-01,SaaS,,Seed,2020-03-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1315.png
1317,NeuPeak Robotics,British Columbia,,2019-01-01,AgTech,AI,Grant,2020-10-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1317.png
1322,Sanctuary AI,British Columbia,,2018-01-01,AI,Machine Learning,Series ?,2024-07-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1322.png
1323,Scanbo,British Columbia,,2018-01-01,AI,HealthTech,Seed,2020-10-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1323.png
1324,SynerGenetics Bioscience,British Columbia,,2019-01-01,BioTech,Genetics,Seed,2020-03-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1324.png
1325,Skylab Technologies,British Columbia,,2018-01-01,AI,Computer,Pre-Seed,2020-06-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1325.png
1327,Trippzy,British Columbia,,2018-01-01,TravelTech,Android,Pre-Seed,2020-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1327.png
1354,GenomeDx Biosciences,British Columbia,,2008-01-01,BioTech,Genetics,Series ?,2019-03-29,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1354.png
1364,ClassHero for Math,British Columbia,,2015-01-01,EdTech,Mobile,Seed,2019-05-28,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1364.png
1365,Informedin,British Columbia,,2018-01-01,AgTech,Agriculture,Pre-Seed,2020-05-08,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1365.png
1368,Team Analytics,British Columbia,,2018-01-01,HRTech,,Seed,2019-09-01,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1368.png
1369,Zasterr,British Columbia,,2019-02-14,AdTech,Advertising,Pre-Seed,2019-04-24,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1369.png
1375,Acuspire,Alberta,Calgary,2016-11-02,HRTech,AI,Seed,2019-03-11,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1375.png
1376,curvenote,Alberta,Calgary,2020-03-06,HealthTech,Developer Platform,Seed,2021-03-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1376.png
1377,TerraHub,Alberta,Calgary,2017-06-01,Platform,Blockchain,Seed,2020-08-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1377.png
1380,Ownest Software,Alberta,Calgary,2012-01-01,SaaS,Sales,Seed,2020-08-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1380.png
1381,ParkChamp App,Alberta,Calgary,2016-11-01,Platform,Mobile,Seed,2019-10-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1381.png
1382,Qualisure Diagnostics Inc.,Alberta,Calgary,2017-06-02,BioTech,HealthTech,Pre-Seed,2021-03-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1382.png
1383,SafetyTek Software Ltd.,Alberta,Calgary,2014-02-27,HRTech,Construction,Series ?,2020-02-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1383.png
1386,Scorched Ice,Alberta,Calgary,2015-01-01,Hardware,Health Diagnostics,Seed,2019-07-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1386.png
1388,Trusted Dispatch,Alberta,Calgary,2015-01-15,SaaS,Delivery,Series A,2019-12-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1388.png
1391,Return Guru,Alberta,Calgary,2020-01-12,Marketplace,eCommerce,Pre-Seed,2020-06-01,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1391.png
1400,Netlift,Quebec,Montreal,2012-03-15,TransportationTech,Mobile,Seed,2020-05-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1400.png
1401,Noviflow,Quebec,Montreal,2012-01-01,Networks,Network Security,Series ?,2020-11-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1401.png
1405,Solid State of Mind,Quebec,Montreal,2020-01-01,AI,,Seed,2020-07-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1405.png
1406,Thorasys,Quebec,Montreal,2007-01-01,HealthTech,Health Diagnostics,Series ?,2019-06-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1406.png
1411,CONTXTFUL Technologies,Quebec,Montreal,2017-02-01,AdTech,Advertising,Seed,2020-01-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1411.png
1413,Mely.ai,Quebec,Montreal,2020-01-01,AI,Computer,Pre-Seed,2020-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1413.png
1418,Sensoreal,Quebec,Montreal,2011-01-01,BioTech,Hardware,Pre-Seed,2020-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1418.png
1423,Tooly,Quebec,Montreal,2019-01-01,SaaS,Computer,Pre-Seed,2020-09-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1423.png
1425,Apprentx,Quebec,Montreal,2018-09-21,EdTech,Education,Pre-Seed,2019-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1425.png
1427,BENQI Corpo,Quebec,,2021-01-01,Blockchain,Finance,Seed,2021-04-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1427.png
1433,Inversago Pharma,Quebec,Montreal,2015-01-01,BioTech,Biopharma,Series C,2022-10-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1433.png
1434,Mino Games,Quebec,Montreal,2011-01-01,Games,Developer Platform,Series ?,2019-07-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1434.png
1436,PEARLL Health & Wellness,Quebec,Montreal,2020-03-14,SaaS,HealthTech,Pre-Seed,2020-06-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1436.png
1438,Shakepay,Quebec,Montreal,2015-01-01,Cryptocurrency,Bitcoin,Series A,2022-01-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1438.png
1440,7Square,Quebec,Montreal,2020-05-01,PropertyTech,Analytics,Pre-Seed,2020-05-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1440.png
1441,ActualConversion Inc.,Quebec,Montreal,2019-06-01,SaaS,Business Intelligence,Seed,2020-10-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1441.png
1444,Basedash,Quebec,Montreal,2019-01-01,DevTech,SaaS,Seed,2020-08-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1444.png
1448,Datamaker,Quebec,Montreal,2020-09-01,Data,,Pre-Seed,2020-09-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1448.png
1449,Gallea,Quebec,Montreal,2017-06-07,eCommerce,,Seed,2021-09-10,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1449.png
1450,HumanFirst,Quebec,Montreal,2017-10-01,AI,,Seed,2023-07-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1450.png
1452,Lotus Medical,Quebec,Montreal,2019-01-04,HealthTech,Medical,Seed,2020-02-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1452.png
1453,Mixonset,Quebec,Montreal,2018-12-13,EntertainmentTech,AI,Pre-Seed,2020-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1453.png
1454,Pandimo,Quebec,Montreal,2017-05-28,SaaS,eCommerce,Seed,2020-02-25,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1454.png
1465,HookMotion,Quebec,Montreal,2019-01-01,Analytics,AI,Pre-Seed,2020-09-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1465.png
1480,LinguAI,Quebec,Montreal,2019-05-01,Analytics,AI,Pre-Seed,2020-09-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1480.png
1482,Brainalytics,Quebec,Montreal,2020-01-01,Analytics,Mining Technology,Pre-Seed,2020-09-23,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1482.png
1483,Corowave,Quebec,Montreal,2018-01-01,Analytics,,Seed,2020-01-01,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1483.png
1492,Intellijoint Surgical,Waterloo Region,,2010-01-01,BioTech,HealthTech,Grant,2020-07-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1492.png
1496,Quarter4,Waterloo Region,,2019-07-01,AI,Gambling,Seed,2021-06-22,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1496.png
1498,Tauria,Waterloo Region,,2015-01-01,CyberSecurity,Security,Seed,2019-12-06,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1498.png
1506,Zergo,Waterloo Region,,2017-01-01,HealthTech,Fertility,Seed,2019-08-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1506.png
1507,Syngli,Waterloo Region,,2014-01-01,EdTech,Data,Seed,2019-09-30,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1507.png
1509,Guard Ex,Waterloo Region,,2017-03-01,Hardware,AI,Seed,2019-03-29,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1509.png
1513,The OWL Solutions,Waterloo Region,,2018-01-01,Analytics,,Seed,2023-09-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1513.png
1518,BeBlended,Waterloo Region,,2018-01-01,Marketplace,SaaS,Pre-Seed,2020-10-02,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1518.png
1521,TaxPrep,Waterloo Region,,2015-01-01,FinTech,,Seed,2020-01-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1521.png
1523,Quantum Benchmark,Waterloo Region,,2017-01-01,Quantum,Computer,Series ?,2019-01-01,2021-05-25,Keysight Technologies,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1523.png
1526,Equal,Waterloo Region,,0000-00-00,SaaS,,Seed,2020-01-09,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1526.png
1528,Forward Robotics,Waterloo Region,,2018-01-01,Aerospace,Drone Management,Grant,2019-06-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1528.png
1530,Vimix Inc,Waterloo Region,,2018-01-01,Analytics,Content Marketing,Pre-Seed,2019-03-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1530.png
1532,Smarter Alloys,Waterloo Region,,2010-01-01,NanoTech,Hardware,Seed,2020-02-12,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1532.png
1538,LumenEd,Waterloo Region,,2019-01-01,EdTech,Education,Seed,2020-01-09,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1538.png
1546,Awake Labs,Toronto,,2015-09-01,HealthTech,AI,Pre-Seed,2021-09-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1546.png
1549,CalendarHero,Toronto,,2016-02-22,SaaS,Meeting,Series ?,2020-08-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1549.png
1551,Consilium Crypto,Toronto,,2017-01-01,Analytics,AI,Series ?,2020-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1551.png
1555,Wingmate,Toronto,,2015-09-01,SaaS,CRM,Series ?,2023-05-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1555.png
1565,Nytilus,Toronto,,2018-01-01,Robotics,Computer,Pre-Seed,2018-11-07,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1565.png
1566,Parlay Ideas,Toronto,,2016-01-01,EdTech,Education,Seed,2020-01-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1566.png
1570,Tally,Toronto,,2018-01-01,Platform,Content Creators,Seed,2020-01-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1570.png
1589,GrowthGenius,Toronto,,2016-07-01,AI,B2B,Series A,2021-08-23,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1589.png
1590,#paid,Toronto,,2014-01-01,Marketplace,Content Creators,Series B,2021-08-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1590.png
1593,IDENTOS Inc.,Toronto,,2014-06-01,CyberSecurity,Hardware,Grant,2020-09-09,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1593.png
1594,Intelocate,Toronto,,2015-01-01,SaaS,,Series ?,2020-11-12,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1594.png
1598,Lending Loop,Toronto,,2014-01-01,FinTech,P2P,Seed,2024-09-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1598.png
1614,StackAdapt,Toronto,,2013-06-01,AdTech,Ad Targeting,Series ?,2025-02-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1614.png
1628,BisRing,Toronto,,2017-09-07,Marketplace,Real Estate,Pre-Seed,2020-10-31,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1628.png
1633,CFO2,Toronto,,0000-00-00,Analytics,AI,Seed,2020-01-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1633.png
1635,Muse,Toronto,,2007-01-01,Consumer,HealthTech,Series C,2022-08-08,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1635.png
1648,Kamazooie Development Corporation,Toronto,,2014-08-16,HRTech,CRM,Seed,2020-03-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1648.png
1654,PhenoTips,Toronto,,2014-01-22,HealthTech,Medical,Seed,2021-09-21,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1654.png
1655,Practice Better,Toronto,,2014-01-01,HealthTech,HealthTech,Series ?,2023-04-27,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1655.png
1661,SeamlessMD,Toronto,,2012-01-01,HealthTech,Hospital,Series A,2020-08-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1661.png
1663,Steadiwear,Toronto,,2015-08-01,HealthTech,Hospital,Seed,2021-10-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1663.png
1667,TOOLBX,Toronto,,2017-12-05,Marketplace,Construction,Seed,2020-09-01,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1667.png
1671,Vetster,Toronto,,2020-01-01,Marketplace,eCommerce,Series B,2022-04-19,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1671.png
1672,Workwolf,Toronto,,2017-09-01,HRTech,Human Resources,Pre-Seed,2020-12-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1672.png
1684,Dream Payments,Toronto,,2014-01-01,FinTech,Mobile Payments,Series ?,2020-04-20,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1684.png
1700,Knit People,Toronto,,2015-01-01,HRTech,Human Resources,Grant,2020-12-04,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1700.png
1713,Trolley,Toronto,,2015-07-01,FinTech,Banking,Series B,2024-11-13,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1713.png
1716,Q4,Toronto,,2006-01-01,SaaS,Business Intelligence,Series ?,2024-04-26,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1716.png?1
1726,TieiT,Toronto,,2018-01-01,SaaS,Mobile,Seed,2020-11-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1726.png
1731,Zensurance,Toronto,,2016-02-29,FinTech,Insurance,Series B,2020-08-21,2018-08-15,Travelers Insurance,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1731.png
1810,Overbond AI,Toronto,,2016-01-01,FinTech,AI,Series ?,2022-08-08,0000-00-00,,0000-00-00,0000-00-00,1,https://cdn.briefed.in/companies/1810.png
1812,Ample Labs,Toronto,,2018-01-01,AI,Application Software,Pre-Seed,2019-04-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1812.png
1815,Figment Networks,Toronto,,2018-01-01,CyberSecurity,,Series B,2021-08-24,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1815.png
1816,Hello Iris,Toronto,,2019-01-01,HealthTech,HealthTech,Seed,2019-10-16,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1816.png
1817,Horizn,Toronto,,2009-01-01,FinTech,,Seed,2019-07-17,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1817.png
1818,Mediphage Bioceuticals,Toronto,,2016-01-01,BioTech,Pharmaceuticals,Seed,2019-07-15,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1818.png
1819,Orbcare,Toronto,,2013-01-01,HealthTech,,Seed,2019-03-14,0000-00-00,,0000-00-00,0000-00-00,0,https://cdn.briefed.in/companies/1819.png
